# problem
-30
-30 partners
stress causing
stress depression
stress even
stress followed
stress having
stress he
stress levels
stress or
stress well
stress worrying
stressed and
stressed my
stressed to
stressful for
stressful or
stressing about
striking
striking up
strong as
strong front
strong need
strong pills
struggled in
struggles a
struggling and
struggling enough
struggling is
stuck between
stuck with
students and
studies in
study all
study also
study at
study group
study i
studying because
studying is
studying medicine
studying offered
studying outside
stuff as
stuff because
stuff gets
stuff going
stuff i’m
stuff scares
stuff that’s
stuff the
stupid
stupid and
stupid for
stupid in
stupid me
stupid mistake
stupid state
stupid ways
stupidest
stupidest pointless
stupidest reasons
stupidity
stupidity of
style
stylish
subconsciously i
subject due
submissive
submissive to
subscribers
subsequently has
substance abuse
succeed
succeed and
succeed i
succeed in
success if
successful
successful of
successful or
successful treatment
successful with
such an
such embarrassment
such guilt
such high
such little
such s
suck
suck at
suck my
sucked
sucked he
sudden felt
sudden it
sudden urges
suddenly becoming
suddenly end
suddenly losing
suddenly years
suddently resenting
suffer frequent
suffering here
suffering suicide
suffering the
suffocated and
suffocates
suffocates me
sugery
sugery she
suggestion
suggestion how
suggestion that
suggests i
suicidal managed
suicidal thouts
suicidal today
suicide albeit
suicide everything
suicide i’m
suicide on
suicide only
suicide or
suicide seems
suicide within
suitable out
sulk
sulk all
summarily
summarily dismissed
super calculated
super happy
super stressed
superpowers
superpowers and
support herself
support in
support is
support isolative
support me
support my
support that
supporting my
supportive and
supportive during
supportive which
supposedly hating
sure im
sure my
sure not
sure someone
sure they
sure this
surf
surf internet
surfaced
surfaced within
surgery to
surprised
surprised and
surprised he
surprises
surprises birthdays
surroundings for
survive in
survivor of
survivor’s
survivor’s guilt
suspect i
suspend
suspend my
suspicious about
suspicious nature
sweat
sweat and
swim
swim as
swings and
swings during
swings where
switch and
switch from
swore i
sympathy and
symptomps
symptomps are
symptomps is
symptoms have
symptoms just
systems are
t feel
table again
taboo this
tails-up
tails-up when
take benedryl
take good
take longer
take responsibility
take that
take turns
taken by
taken i
taken longer
taken over
taken this
takes control
takes is
takes the
taking anti-depressants
taking birth
taking everything
taking vacations
talent
talent or
talentless
talk bad
talk his
talk it’s
talk much
talk or
talk over
talk right
talk there
talk when
talke
talke at
talking behind
talking if
talking my
talking online
talking screaming
talks and
talks back
talks down
tantrums far
tapping
tapping there
task
task anymore
task can
task gives
task i
tasks
tasks he
tasks i
taste
tbh
tbh and
teach the
teacher at
teacher didn't
teacher i
teacher is
teacher tomorrow
teachers i
team
team didn't
team dinner
team i
team i'm
team they
tear them
tearful
tears but
tears either
tears fell
technique
technique called
technique will
technique would
techniques like
technology
technology no
teen years
teenager since
teenagers are
teetering
teetering on
tell because
tell from
tell he
tell it
tell mom
tell my
tell myself
tell one
tell people
tell the
temper issues
temper problems
ten or
tendencies even
tension
tension i’m
term i
term relationship
terms what
terms with
terrible
terrible anxiety
terrible baker
terrible being
terrible dread
terrible father
terrible i
terrible person
terrible regrets
terrible students
terrible temper
terrible things
terribly drained
terribly embarrassed
terrified he’ll
terrified i
terrified i’m
terrified of
terrifying me
test even
test i
test i'm
test it
test that
testing and
text but
text me
text on
text though
texting her
texts either
texts other
texts were
than anyone
than can
than fine
than herself
than listen
than medication
than now
than say
than thinking
thankfully never
that actually
that alternative
that behavior
that belief
that breaking
that can’t
that cause
that cheers
that city
that clearly
that country
that crossed
that death
that don’t
that encouraging
that environment
that everyone
that family
that gift
that guy’s
that happens
that helps
that he’ll
that hiding
that high
that hugging
that hurts
that includes
that instead
that irritates
that it’ll
that keep
that kids
that know
that knowing
that leaving
that life
that list
that may
that me
that means
that none
that person
that picking
that popular
that problem
that psychopaths
that quickly
that rather
that requires
that ruined
that should
that sound
that sounds
that struggles
that stuff
that successful
that support
that that
that there’s
that they’ll
that thinks
that took
that university
that until
that used
that we’ll
that when/if
that woman
that wont
that years
that your
that you’re
thats not
thats suffering
thats weird
that’s all
that’s basically
that’s happened
that’s horrible
that’s in
that’s it’s
that’s messed
that’s possible
that’s pretty
that’s ridiculous
that’s unhealthy
that’s years
the abandonment
the above
the abusive
the advanced
the all
the ambition
the art
the ass
the associated
the attacks
the attention
the audition
the award
the ball
the barista
the basketball
the bigger
the birds
the blunt
the bpd
the brunt
the c-ptsd
the catcher
the childhood
the choice
the choir
the classroom
the clothes
the clown
the college
the company
the company's
the competition
the conference
the connectivity
the couple
the crazy
the critical
the crowd
the cycle
the dance
the dating
the deadline
the debate
the debt
the depression
the discussion
the drama
the drink
the driving
the dust
the easiest
the east
the easy
the effects
the enemy
the environment
the exam
the exclusive
the f-word
the fall
the family-
the favoritism
the fear
the fears
the filth
the final
the fireplace
the flashbacks
the food
the freedom
the frivolous
the future
the game
the gift
the glitch
the globe
the grit
the guilt
the guitar
the gym
the hate
the he
the heart
the heartbreak
the hell’s
the higher
the his
the honor
the honors
the hurtful
the hypochondria
the image
the impression
the input
the intensity
the internship
the items
the kid
the laptop
the latest
the lead
the level
the life
the littlest
the longer
the lunch
the married
the mask
the material
the meanest
the med
the media
the meeting
the messages-i
the minute
the mom
the moment
the movie
the navy
the need
the negative
the neighbors
the numbers
the occasional
the ocd
the opposite
the owner
the panic
the party
the past…
the people’s
the personal
the personality
the photography
the play
the poison
the possibility
the potential
the presentation
the processing
the project
the prom
the promotion
the property
the proposals
the psychological
the psychopathy
the purpose
the questions
the quiet
the race
the rage
the reactions
the repetitive
the resources
the response
the responsibility
the richer
the ring
the rules
the rye
the sadness
the scholarship
the screen-but
the seriousness
the session
the shame
the sky
the smallest
the smile
the soda
the source
the span
the spark
the spelling
the stages
the stalker
the standard
the status
the storybook
the stuff
the stupid
the stupidest
the sugery
the suggestion
the team
the tendencies
the test
the texts
the therapeutic
the thinking
the this
the thought
the three
the tiniest
the tiredness
the total
the training
the trouble
the true
the truth
the turning
the ugliest
the uneasy
the university
the value
the whole
the why
the world…
the worry
the worse
the yolk
theater
theater and
their ability
their arm
their beautiful
their body
their idiotic
their jobs
their judgement
their lights
their love
their lunch
their maid
their motives
their party
their sides
their study
their team
their therapist
their time
their treatment
their victims
their way
their wedding
their yes
them alone
them anymore
them apart
them away
them despite
them directly
them disappear
them etc
them friendly
them gets
them going
them had
them hate
them help
them he’ll
them hurting
them i’d
them many
them never
them next
them now
them of
them once
them prove
them see
them siblings
them since
them stop
them the
them think
them up
them were
them what
them would
themselves with
them…
them… i
then admonish
then bang
then despite
then even
then fail
then feel
then feeling
then however
then it’ll
then it’s
then i’ll
then realized
then think
then up
then what’s
then whenever
then within
then you
theorizing
theorizing that
therapeutic relationship
therapist about
therapist as
therapist before
therapist doesn’t
therapist giving
therapist it
therapists but
therapy anymore
therapy especially
therapy help
therapy is
therapy isn’t
therapy then
therapy useful
there children
there first
there hasn’t
there heads
there longer
there must
there one
there or
there pencil
there that
there to
therefore experiencing
therefore have
there’s no
there’s something
there’s the
therpaists
therpaists face
these anxiety
these arguments
these books
these brief
these comments
these confrontations
these decisions
these disturbances
these erotic
these flashbacks
these incurable
these instances
these intense
these pains
these panic
these periods
these powers
these problems
these questions
these scenes
these sexual
these thoughts
these threats
these types
thesis
they annoyed
they argued
they avoid
they bother
they bullied
they call
they discust
they don't
they dont
they ever
they exaggerate
they feel
they feel…
they hurt
they knew
they laugh
they like
they lock
they look
they married
they might
they must
they need
they neither
they probably
they remember
they seem
they simply
they stand
they start
they try
they want
they will
they wont
they won’t
theyr
theyr voices
they’d think
they’ll
they’ll either
they’ll even
they’ll go
they’ll hate
they’ll hit
they’ll just
they’ll leave
they’ll only
they’ll say
they’re almost
they’re in
they’re lying
they’re talking
they’re thinking
they’re yelling
they’ve cared
they’ve changed
thick
thick and
thing about
thing and
thing called
thing either
thing ever
thing he
thing important
thing is
thing my
thing needs
thing on
thing say
thing saying
thing which
thing will
thing with
things as
things because
things become
things can’t
things changing
things especially
things even
things except
things hard
things however
things into
things left
things most
things other
things plenty
things seem
things small
things suck
things then
things using
things weirdly
things went
things will
things would
things-
things- he
think about
think anyone
think because
think during
think either
think everybody
think he’ll
think i'm
think im
think ima
think is
think it's
think ive
think i’d
think i’ll
think i’m
think nothing
think people
think rationally
think shed
think something
think that
think them
think they’re
think things
think university
think where
thinking
thinking about
thinking as
thinking back
thinking bad
thinking badly
thinking clearly
thinking for
thinking has
thinking i
thinking patterns
thinking that
thinking the
thinking they
thinking this
thinking through
thinking twice
thinking which
thinking why
thinks i'm
thinks im
thinks ive
thinks there
thinks this
third grade
thirsty
thirsty unless
thirties
thirties and
this action
this addiction
this against
this alleged
this antisocial
this at
this bastard
this because
this begun
this behavior…
this belief
this believing
this by
this can
this celebrity
this change
this constant
this could
this cut
this depressive
this dream
this earth
this event
this every
this fantasy
this fear
this fruitless
this goal
this goes
this high”once
this horrible
this horribly
this huge
this increased
this involved
this journal
this just
this keeps
this lady
this lead
this lesson
this made
this moment
this need
this needs
this occurrence
this often
this on
this onerous
this opportunity
this order
this over-protectiveness
this people
this plays
this point-
this realization
this repels
this request
this role
this set
this society
this state
this suggestion
this technique
this they’d
this type
this unstoppable
this very
this way…
this ‘not
this…
this… i
thoroughly
thoroughly enjoy
thoroughly it’s
those actions
those amounted
those conversations
those days
those hours
those moments
those positive
those scenes
those strong
those systems
those things
those thoughts
those years
though another
though it’s
though i’ve
though mentally
though much
though part
though people
though recently
though they
though today
though we’re
thought after
thought attacks
thought god
thought just
thought keeps
thought me
thought myself
thought of
thought often
thought or
thought that
thought they
thought when
thoughts are
thoughts cant
thoughts etc
thoughts every
thoughts except
thoughts in
thoughts instead
thoughts mainly
thoughts maybe
thoughts of
thoughts planning
thoughts started
thoughts which
thousands times
thouts
thouts before
threatened it
threatening illness
threatens suicide
threats and
three month
three or
three sessions
throat world
through another
through basically
through both
through childhood
through massive
through schoool
through things
through words
through-out
through-out the
throughout my
throughout those
throw off
thrown a
thumb
thus my
tickets as
ties back
tiktok
tiktok i
time a
time all
time bomb
time classifying
time cures
time especially
time everyday
time falling
time feeling
time find
time in
time leaving
time mental
time not
time outside
time over
time playing
time putting
time researching
time searching
time soon
time spent
time staying
time then
time these
time we’ve
time years
time you”ve
times im
times not
times thinking
times typically
times wehere
times we’re
times where
time…my
time…my all
tiniest
tiniest thing
tip
tired from
tired life
tiredness
tiredness not
tiring i
to about
to absurd
to acknowledge
to adults
to afford
to aggressive
to alter
to anger
to annoy
to anxiety
to anyone
to anything
to apply
to arguments
to associate
to at
to because
to befriends
to believe
to blame
to breath
to burn
to carry
to catastrophize
to challenge
to children
to cinema
to classic
to classify
to completely
to confront
to consider
to consistency
to console
to convict
to crying
to death
to dentistry
to depersonalization
to describe-maybe
to destroy
to dig
to disappear
to disappoint
to discipline
to dissapoint
to ditch
to drop
to dump
to easily
to either
to empathize
to engage
to entertain
to everything
to excited
to explode
to express
to extract
to far
to flip
to force
to freely
to friends
to frustration
to guess
to heaven
to higher
to ignore
to improve
to interfere
to interrupt
to istanbul
to its
to join
to justify
to kissing
to lack
to lay
to lead
to lie
to maintain
to manipulate
to many
to match
to mention
to much
to myself–especially
to note
to numerous
to obtain
to organize
to orgasm
to overconfidence
to overtake
to parties
to perfection
to picking
to pity
to poison
to possibly
to predict
to process
to protect
to protest
to psych
to punish
to question
to quickly
to recylce
to reduce
to remembering
to respond
to restrict
to revive
to rid
to ring
to ruin
to s
to scream
to screaming
to segue
to self-diagnose
to self-sabotage
to selfharm
to sexual
to shut
to single
to skip
to skype
to small
to socialization
to somebody
to succeed
to suspend
to tantrums
to test
to things
to to
to trust
to usual
to us…
to via
to visualise
to visualize
to wake
to wherever
to whoever
to withdrawn/depressed
to words
to worry
to wrangle
to x
to zero
to-do
to/thought
to/thought about
today i’m
today that
today they
together anymore
together neither
together that
together through
told back
told you’re
tolerate her
tomorrow and
tomorrow’
tomorrow’ and
tone to
tongue but
too abrasive
too attached
too believe
too controlling
too difficult
too distant
too dumb
too easily
too far
too intellegent
too maybe
too over
too that
too today
too well
took away
took full
took myself
took notice
took panadol
took their
topics for
topper
topper and
tore
tore everything
tormenting me
total opposite
totally different
totally disconnected
totally honest
totally intense
totally irrational
totally lost
totally scares
totally trust
touch a
touch and
touch via
touched mine
tough competition
tough moments
tough up
tournament i
toward family
toward me
towards each
towards everything
towards my
town kept
to…
traffic accident
tragedy
tragedy or
trainer
training and
trait
trait about
traits i
traits of
transexuals
transexuals online
translation
translation from
trap being
trapped inside
trauma it’s
traumatic memories
traumatizing murders
travel cooking
treat us
treat you
treated this
treatment eludes
treatment maybe
treatment towards
treats all
treats me
treats my
trees the
trend
trend in
trend’
trend’ and
trials in
trichotillmania
trichotillmania so
tricks
tricks like
tried all
tried controlling
tried explaining
tried harder
tried making
tried over
tried them
trip sucked
trip they
trivial
trivial things
trophies
trophies as
trouble a
trouble because
trouble expressing
trouble of
trouble relaying
trouble so
troubled with
troubles in
true fan
true friend
true from
true i
true though
true ‘me’
truly adores
truly bizare
truly important
truly trust
trust anyone-
trust for
trust in
trust me
trust my
trust myself
trust others
trust people
trust them
trusted my
trusts
trusts me
truth
truth i
try at
try hard
try i
try or
try really
try so
try way
trying other
trying tbh
turn has
turn into
turn off
turn their
turned the
turning point
turns maneuvering
turns to
turns up
tv shows
tweet
tweets
tweets and
twice my
twice ’cause
twitter
twitter regularly
two i
two minutes
two sides
two were
two-year old
typically until
uber
uber ride
ugh
ugh i
ugliest
ugliest person
ugly and
ugly body
uhg
ultimate worthlessness
ultra-meltdown
ultra-meltdown that
un-special
un-special in
unappreciated
unappreciated in
unattractive
unattractive i
unbearable pain
uncaring
uncle i
uncomfortable during
uncomfortable returning
uncomfortable with
uncomfortably
uncomfortably close
uncontradicted
uncontradicted are
under about
under extreme
under pressure
underage and
undergone
undergone the
underlying issues
underlying mental
underneath this
understand because
understand each
understand others
understand simple
understand what
understanding even
understanding i
understanding kid
understanding my
understands how
understands me
underweight
underweight and
undies
undies and
undoubtedly
undoubtedly ensue
undressing
undressing her
uneasy feeling
unethical
unethical unprofessional
unfit
unfortunately for
unfulfilled
ungrateful
ungrateful its
unhealthy but
unhealthy display
unhealthy obsession
uninterested
uninterested or
uninteresting
unique sort
unit before
unit is
universities in
university because
university my
university stress
unless its
unlikable
unlovable
unlovable i
unlucky
unmanageable
unmanageable and
unmotivated depressive
unnecessary
unnecessary unworthy
unnecessary validation
unpredictable
unpredictable violent
unprofessional
unprofessional and
unqualified
unrealistic
unrealistic but
unresponsive
unsafe
unstable that
unstoppable
unstoppable habit
unsuccessful
unsuitable
unsuitable for
unsupportive negligent
unsure and
untalented
until age
until here
until later
until properly
untrained
untrained point
unused
unused inactive
unwanted
unwanted and
unworthy
unworthy of
up alone
up anymore
up back
up bringing
up confessing
up conversations
up crazy
up doing
up easily
up every
up finally
up fine
up herself
up how
up hurting
up is
up i’m
up late
up legitimately
up lying
up ruining
up seeming
up sense
up snapping
up that
up thinking
up together
up trying
up universities
up uses
up what
up will
up worrying
up –think
up-
up- all
upbringing has
upon myself
ups without
upset and/or
upset anytime
upset god
upset i
upset me
upset mostly
upset tell
upsets
upsets me
upsetting for
urges towards
us badly
us become
us better
us exposing
us grow
us his
us right
us …
use me
used it
used manipulation
useful
useful anymore
useful to
useless
useless i
useless person
useless to
uses highly
uses the
using it
using these
using this
usual but
usual drinking
usual feelings
usual got
usual my
usually absent
usually acting
usually does
usually done
usually feel
usually going
usually happens
usually i
usually quite
usually stay
us…
us… have
utensils
utensils regardless
utterly childish
vacation home
vacations
vacations and
validation from
valuable
value
value my
value of
value our
valued
vampire
vampire because
vapid
vapid and
varied
varied pertain
various failed
vbreakinbg
vbreakinbg woth
vegan
vegan at
vegan options
vege
vege and
vege meaning
vegetarian and
vendetta
vendetta against
verbally at
very alone
very anxious
very arrogant
very artistic
very attention
very bold
very convinced
very crazy
very dehydrated
very distant
very excruciating
very fast
very frustrated
very grossed
very heavy
very hidden
very huge
very hyper
very inappropriate
very inconsistent
very intensely
very irritable
very loud
very nervous
very odd
very overwhelmed
very quiet
very rational
very same
very self
very self-conscious
very sensitive
very skinny
very slowly
very spoiled
very stressed
very thought
very uncomfortably
very underweight
very unhealthy
very untrained
very up
very very
very worrying
very wrong…
via phone
vicious
vicious so
victim when
victims
video games
videos played
view or
view reality
viewed
viewed sex
views it
vintage
vinyl
vinyl records
violence and
violence unit
violent games
violent over
violent uses
visio-spacial
visio-spacial i’m
visit because
visit ex
visualise
visualise what
visualize
visualize my
visualize people
visualizing
visualizing situations
vocalized
vocalized time
voice are
voice but
voice inside
voice i’m
voice of
voice sounds
voice was
voices thousands
void and
volatile screaming
vomited
vomited recently
vulnerable over
w
w/my
w/my spouse
wad
wad responsible
waited
waited …while
waiting and
waiting really
waking second
walk by
walk out
walk over
walk past
walk there
walk-in
walk-in closet
walking down
walking it
wall almost
wall behind
wall many
wandering
wandering and
wanna die
wanna say
want and
want any
want anyone
want anything
want attention
want friends
want me
want my
want or
want something
want t
want things
want this
want too
wanted or
wanted there
wanted to/thought
wanting it
wanting the
wants i
wants pitty
was 98%
was amazing
was any
was ashamed
was attentive
was before
was canceled
was committed
was communicating
was constant
was crazy
was depressed
was devastated
was developing
was drinking
was due
was ever
was evident
was experiencing
was haveing
was hurting
was isolated
was lonely
was made
was making
was merely
was perfect
was pissed
was plagued
was reading
was recruited
was rejected
was relaxed
was responsible
was robbed
was seeing
was sincerely
was single
was smoking
was such
was supportive
was terrified
was that’s
was undressing
was unethical
was up
was wasted
was wrong
washed
washed is
wasn't
wasn't accepted
wasn't acknowledged
wasn't asked
wasn't chosen
wasn't elected
wasn't given
wasn't included
wasn't invited
wasn't nominated
wasn't offered
wasn't picked
wasn't promoted
wasn't published
wasn't selected
wasnt home
wasn’t always
wasn’t coping
wasn’t easy
wasn’t faithful
wasn’t good
wasn’t normal
wasn’t right
wasn‚t
wasn‚t going
wasted and
watch i
watch scenes
watching inappropriate
watching movie
watching someone
water i
water on
way everyday
way into
way less
way louder
way low
way of
way or
way too
way you
ways every
ways when
way…
way… but
we dont
we even
we planned
we recover
we soon
weak
weak puny
weak sound
wealth
wealth that
wealthy
wear dresses
websites etc
weed i
weed only
week out
week sometimes
week sorry
week was
weekend considering
weekend we
weekends it’s
weekends with
weeks every
weeks i’ve
wehere
wehere i
weighs
weighs on
weight and
weight because
weight everyday
weight is
weight my
weight that
weird and
weird arousal
weird as
weird feeling
weird for
weird requests
weirder
weirder example
weirdly being
well again
well almost
well as
well because
well everyday
well i'm
well i’m
well most
well or
well they
well-read
well-rounded
well-rounded individual
went like
went safely
were average
were clear
were crying
were exaggerated
were false
were intent
were locked
were lying
were me
were messages
were nobody
were only
were pedophiles
were supposed
were terrifying
were thinking
weren’t actually
weren’t logical
we’ll have
we’re arguing
we’re beginners
we’re i
we’re my
what a
what c
what drove
what his
what if
what ifs
what in
what just
what makes
what many
what may
what not
what other
what part
what sex
what she’ll
what so
what they
what they’re
what type
what upsets
what will
what younger
what y’all
whatever it
whatsoever and
what’s left
when am
when attempting
when before
when criticized
when doing
when its
when it’s
when neither
when one
when others
when really
when somebody
when something
when talking
when their
when there’s
when those
when trying
when upset
when watching
when/if
when/if i
whenever it
whenever she
whenever someone
whenever the
where as
where at
where can
where do
where employment
where i’ll
where most
where now
where something
where sometimes
where that
where this
where whenever
where your
whereas my
wherever
wherever i’m
whether they
whether those
which could
which does
which finds
which gives
which incorporate
which i’m
which kept
which kind
which leads
which makes
which meant
which nearly
which persists
which the
which would
which’d
which’d been
while crossing
while crying
while driving
while everybody
while in
while i’d
while i’m
while some
while things
while wanting
whisper to
white
white coat
white terms
who appear
who asked
who broke
who cares
who caused
who didn’t
who doesn’t
who emotionally
who he’s
who simply
who want
whole bus
whole future
whole i
whole issue
whole journey
whole life
whole new
whole past
whole problem
whole sessions
whole thing
whole world
wholly
wholly unresponsive
who’s close
why and
why are
why bother
why can
why else
why everyone
why my
why other
why that
why the
why these
wife believes
wife’s suspicious
wih
wih everything
wild embarrassing
will accept
will actually
will at
will brake
will bring
will change
will cheat–there
will collapse
will commit
will cope
will cuss
will despise
will develop
will disappear
will end
will even
will eventually
will ever
will explode
will fail
will fame
will feel
will fully
will go
will happen
will hate
will hit
will instantly
will interrupt
will judge
will leave
will lie
will lose
will love
will make
will never
will one
will only
will push
will resort
will say
will scream
will set
will spend
will stew
will they
will think
will undoubtedly
will worsen
willingly
willingly ‘chose’
win
win something
win the
window or
window someone’s
winter of
wired
wired to
wise that
wish for
wish i’d
wish me
wish someone
wish them
witch
witch i
with about
with acute
with affection
with anyhing
with anyone
with brains
with c-ptsd
with circumstances
with darkness
with defensiveness
with dementia
with distaste
with dysthymia
with emotionally
with every
with finding
with food
with girls
with guys
with him/her
with hundred
with insomnia
with just
with life
with losing
with makeup
with me…i
with more
with negative
with new
with normal
with ones
with overweight
with personal
with positive
with procrastination
with schooling
with several
with socializing
with someone’s
with something
with success
with talking
with tears
with thoughts
with tormenting
with transexuals
with tremendous
with tweets
with ugly
with want
with weird
with where
withdrawn/depressed
withdrawn/depressed to
within minutes
within seconds
without all
without anything
without control
without feeling
without hurting
without it
without makeup
without mum
without offending
without one
without penetration
without permission
without spraying
without talking
without thoughts
without us
woman older
women are
women in
wonder if
wonder i’ve
wondered
wondered if
wonderful person
wonders
wonders if
wont happen
wont leave
wont let
won’t believe
won’t do
won’t ever
won’t feel
won’t hurt
won’t kill
won’t like
won’t listen
won’t return
won’t understand
won’t work
wood rip
word besides
word not
word the
words make
words on
words what
work anyhow
work because
work ethic
work friday
work harassed
work i'm
work is
work i’m
work must
work position
work say
work that
work they
work to
work while
worked a
worked more
worked myself
worked on
workout i'm
workplace
workplace parking
works very
world around
world but
world doesn’t
world every
world everything
world is
world itself
world who
world…
world… i
worried now
worried that
worried they
worried whenever
worries i
worries me
worry
worry a
worry about
worry for
worry is
worry my
worry that
worry they
worrying
worrying about
worrying and
worrying etc
worrying everyone
worrying i
worrying if
worrying symptoms
worse about
worse if
worse is
worse like
worse mental
worse things
worse this
worse to
worsen
worsen and
worsen the
worsened due
worsened to
worst argument
worst case
worst enemies
worst enemy
worst fear
worst fears
worst for
worst luck
worst of
worst so
worth
worth disturbing
worth i
worth saying
worth talking
worth their
worthless
worthless and
worthless as
worthless because
worthless to
worthless ugly
worthlessness
worthlessness in
worthy
worthy to
woth
woth someone
would affect
would allow
would almost
would cause
would convince
would cry
would cure
would defiantly
would delete
would feel
would hate
would hear
would judge
would keep
would lead
would love
would miss
would preclude
would probably
would react
would remind
would send
would tear
would therapy
would walk
would worry
would write
wouldnt answer
wouldn’t be
wouldn’t look
wouldn’t mind
wouldn’t understand
wound up
wrangle
wrangle it
wreck dad
wrist because
write a
write about
write i
write something
write stories
writer
writer’s block
writing and
writing but
writing now
writing routines
wrong act
wrong because
wrong decisions
wrong gesturing
wrong in
wrong like
wrong reasons
wrong talking
wrong when
wrong you
wrong…
x but
xanax and
xbox
xbox and
xbox connect
y scalp
y/o but
year as
year back
year because
year everything
year off
year recovered
year was
years 5-6
years abandoned
years from
years go
years ive
years yet
yell about
yell back
yell or
yelling about
yelling in
yelling those
yes as
yes now
yet thought
yet want
yoga
yoga poses
yolk
yolk breaks
you allow
you back
you can’t
you expect
you fail
you hangout
you like
you look
you mad
you name
you owe
you people
you see
you should
you today
you took
young that
younger and
younger nieces
younger people
your advice
your fgriends
your hands
your head
your life
your opinions
your own
your worst
you’re a
you’re either
you’re gonna
you’re handling
you’re insane
you”ve
you”ve been
ypung
ypung she
y’all
y’all think
zero
zero friends
zero interest
zero on
£30
£30 or
£5
£5 my
–and i
–think
–think to
‘an
‘an open
‘chose’
‘chose’ insanity
‘close’
‘close’ to
‘happy’
‘happy’ moments
‘happy’ person
‘i
‘i will
‘me’
‘me’ with
‘normal’
‘normal’ person
‘not
‘not real
‘oh
‘oh i’m
‘out
‘out of
‘real’
‘real’ ex
‘sad’
‘sad’ moments
’cause
’cause i
’m
’m and
’s ocd
„faithful‰
„faithful‰ to
…
… but
… empty
… frustrated
… hurt
… now
… stuff
…it’s
…it’s always
…while
…while i
